"0xC0,0x2C",ECDHE-ECDSA-AES256-GCM-SHA384
"0x00,0x91",DHE-PSK-AES256-CBC-SHA
"0xC0,0x9B",ECDHE-PSK-CAMELLIA256-SHA384
"0xC0,0x99",RSA-PSK-CAMELLIA256-SHA384
"0xC0,0x97",DHE-PSK-CAMELLIA256-SHA384
"0x00,0x35",AES256-SHA
"0x00,0x84",CAMELLIA256-SHA
"0x00,0xAF",PSK-AES256-CBC-SHA384
"0x00,0x8D",PSK-AES256-CBC-SHA
"0xC0,0x95",PSK-CAMELLIA256-SHA384
"0xC0,0x37",ECDHE-PSK-AES128-CBC-SHA256
"0xC0,0x35",ECDHE-PSK-AES128-CBC-SHA
"0xC0,0x1F",SRP-DSS-AES-128-CBC-SHA
"0xC0,0x1E",SRP-RSA-AES-128-CBC-SHA
"0xC0,0x1D",SRP-AES-128-CBC-SHA
"0x00,0xB6",RSA-PSK-AES128-CBC-SHA256
"0x00,0xB2",DHE-PSK-AES128-CBC-SHA256
"0x00,0x94",RSA-PSK-AES128-CBC-SHA
"0x00,0x90",DHE-PSK-AES128-CBC-SHA
"0xC0,0x9A",ECDHE-PSK-CAMELLIA128-SHA256
"0xC0,0x98",RSA-PSK-CAMELLIA128-SHA256
"0xC0,0x96",DHE-PSK-CAMELLIA128-SHA256
"0x00,0x2F",AES128-SHA
"0x00,0x96",SEED-SHA
"0x00,0x41",CAMELLIA128-SHA
"0x00,0x07",IDEA-CBC-SHA
"0x00,0xAE",PSK-AES128-CBC-SHA256
"0x00,0x8C",PSK-AES128-CBC-SHA
"0xC0,0x94",PSK-CAMELLIA128-SHA256
"0xC0,0x33",ECDHE-PSK-RC4-SHA
"0x00,0x92",RSA-PSK-RC4-SHA
"0x00,0x8E",DHE-PSK-RC4-SHA
"0x00,0x05",RC4-SHA
"0x00,0x04",RC4-MD5
"0x00,0x8A",PSK-RC4-SHA
"0xC0,0x34",ECDHE-PSK-3DES-EDE-CBC-SHA
"0xC0,0x1C",SRP-DSS-3DES-EDE-CBC-SHA
"0xC0,0x1B",SRP-RSA-3DES-EDE-CBC-SHA
"0xC0,0x1A",SRP-3DES-EDE-CBC-SHA
"0x00,0x93",RSA-PSK-3DES-EDE-CBC-SHA
"0x00,0x8F",DHE-PSK-3DES-EDE-CBC-SHA
"0x00,0x0A",DES-CBC3-SHA
"0x00,0x8B",PSK-3DES-EDE-CBC-SHA
"0xC0,0x06",ECDHE-ECDSA-NULL-SHA
"0xC0,0x10",ECDHE-RSA-NULL-SHA
"0xC0,0x15",AECDH-NULL-SHA
"0x00,0x3B",NULL-SHA256
"0xC0,0x3B",ECDHE-PSK-NULL-SHA384
"0xC0,0x3A",ECDHE-PSK-NULL-SHA256
"0xC0,0x39",ECDHE-PSK-NULL-SHA
"0x00,0xB9",RSA-PSK-NULL-SHA384
"0x00,0xB8",RSA-PSK-NULL-SHA256
"0x00,0xB5",DHE-PSK-NULL-SHA384
"0x00,0xB4",DHE-PSK-NULL-SHA256
"0x00,0x2E",RSA-PSK-NULL-SHA
"0x00,0x2D",DHE-PSK-NULL-SHA
"0x00,0x02",NULL-SHA
"0x00,0x01",NULL-MD5
"0x00,0xB1",PSK-NULL-SHA384
"0x00,0xB0",PSK-NULL-SHA256
"0x00,0x2C",PSK-NULL-SHA
"0x00,0x16",EDH-RSA-DES-CBC3-SHA
"0x00,0x13",EDH-DSS-DES-CBC3-SHA
